"","game_id","away_team","home_team","spread_line","proj_result","spread_proj_diff","value_team","result"
"272","2024_18_CLE_BAL","CLE","BAL",17.5,17.1644115447998,0.335588455200202,"CLE",25
"273","2024_19_DEN_BUF","DEN","BUF",8.5,5.94476179159532,2.55523820840468,"DEN",24
"274","2024_19_GB_PHI","GB","PHI",5.5,3.39753231390596,2.10246768609404,"GB",12
"275","2024_19_PIT_BAL","PIT","BAL",9.5,11.2381923631346,-1.73819236313464,"BAL",14
"276","2024_19_WAS_TB","WAS","TB",3.5,1.9774769351231,1.5225230648769,"WAS",-3
"277","2024_19_MIN_LA","MIN","LA",-2.5,-3.80669725844527,1.30669725844527,"MIN",18
"278","2024_19_LAC_HOU","LAC","HOU",-3,-1.83161276946878,-1.16838723053122,"HOU",20
"279","2024_20_HOU_KC","HOU","KC",8.5,3.04396712779999,5.45603287220001,"HOU",9
"280","2024_20_LA_PHI","LA","PHI",6,9.72519543766976,-3.72519543766976,"PHI",6
"281","2024_20_WAS_DET","WAS","DET",9.5,6.14739894866943,3.35260105133057,"WAS",-14
"282","2024_20_BAL_BUF","BAL","BUF",-1.5,1.82699489593506,-3.32699489593506,"BUF",2
"283","2024_21_BUF_KC","BUF","KC",1.5,-4.32683086395264,5.82683086395264,"BUF",3
"284","2024_21_WAS_PHI","WAS","PHI",5.5,4.34671449661255,1.15328550338745,"WAS",32
"285","2024_22_KC_PHI","KC","PHI",-1.5,5.38831400871276,-6.88831400871276,"PHI",18
